variable_matriz,source_id,table_id,original_variable,tipo_original,tipo_matriz,unit,direction,bloque_tematico,regla_temporal_default,regla_transformacion,is_primary,redundant_with,pct_complete,n_countries_available,fase4_role,included_in_fase4_eda,known_limitations,human_review_status,notes,fuente,tipo,bloque,descripcion_larga
wipo_in_1_2_score,wipo,MATRIZ_GII,IN_1_2_SCORE_2022; IN_1_2_SCORE_2023; IN_1_2_SCORE_2024; IN_1_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_3_1_score,wipo,MATRIZ_GII,IN_1_3_1_SCORE_2022; IN_1_3_1_SCORE_2023; IN_1_3_1_SCORE_2024; IN_1_3_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,68.34,136.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_3_2_score,wipo,MATRIZ_GII,IN_1_3_2_SCORE_2022; IN_1_3_2_SCORE_2023; IN_1_3_2_SCORE_2024; IN_1_3_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,46.73,93.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_3_score,wipo,MATRIZ_GII,IN_1_3_SCORE_2022; IN_1_3_SCORE_2023; IN_1_3_SCORE_2024; IN_1_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,69.35,138.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_1_score,wipo,MATRIZ_GII,IN.1_SCORE_2021; IN_1_SCORE_2022; IN_1_SCORE_2023; IN_1_SCORE_2024; IN_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_1_1_score,wipo,MATRIZ_GII,IN_2_1_1_SCORE_2022; IN_2_1_1_SCORE_2023; IN_2_1_1_SCORE_2024; IN_2_1_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,68.84,137.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_1_2_score,wipo,MATRIZ_GII,IN_2_1_2_SCORE_2022; IN_2_1_2_SCORE_2023; IN_2_1_2_SCORE_2024; IN_2_1_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,58.29,116.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_1_3_score,wipo,MATRIZ_GII,IN_2_1_3_SCORE_2022; IN_2_1_3_SCORE_2023; IN_2_1_3_SCORE_2024; IN_2_1_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.33,130.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_1_4_score,wipo,MATRIZ_GII,IN_2_1_4_SCORE_2022; IN_2_1_4_SCORE_2023; IN_2_1_4_SCORE_2024; IN_2_1_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,43.22,86.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_1_5_score,wipo,MATRIZ_GII,IN_2_1_5_SCORE_2022; IN_2_1_5_SCORE_2023; IN_2_1_5_SCORE_2024; IN_2_1_5_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,68.84,137.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_1_score,wipo,MATRIZ_GII,IN_2_1_SCORE_2022; IN_2_1_SCORE_2023; IN_2_1_SCORE_2024; IN_2_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_2_1_score,wipo,MATRIZ_GII,IN_2_2_1_SCORE_2022; IN_2_2_1_SCORE_2023; IN_2_2_1_SCORE_2024; IN_2_2_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,67.84,135.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_2_2_score,wipo,MATRIZ_GII,IN_2_2_2_SCORE_2022; IN_2_2_2_SCORE_2023; IN_2_2_2_SCORE_2024; IN_2_2_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,59.8,119.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_2_3_score,wipo,MATRIZ_GII,IN_2_2_3_SCORE_2022; IN_2_2_3_SCORE_2023; IN_2_2_3_SCORE_2024; IN_2_2_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,61.31,122.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_2_score,wipo,MATRIZ_GII,IN_2_2_SCORE_2022; IN_2_2_SCORE_2023; IN_2_2_SCORE_2024; IN_2_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,68.34,136.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_3_1_score,wipo,MATRIZ_GII,IN_2_3_1_SCORE_2022; IN_2_3_1_SCORE_2023; IN_2_3_1_SCORE_2024; IN_2_3_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,59.3,118.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_3_2_score,wipo,MATRIZ_GII,IN_2_3_2_SCORE_2022; IN_2_3_2_SCORE_2023; IN_2_3_2_SCORE_2024; IN_2_3_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,60.8,121.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_3_3_score,wipo,MATRIZ_GII,IN_2_3_3_SCORE_2022; IN_2_3_3_SCORE_2023; IN_2_3_3_SCORE_2024; IN_2_3_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_3_4_score,wipo,MATRIZ_GII,IN_2_3_4_SCORE_2022; IN_2_3_4_SCORE_2023; IN_2_3_4_SCORE_2024; IN_2_3_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_3_score,wipo,MATRIZ_GII,IN_2_3_SCORE_2022; IN_2_3_SCORE_2023; IN_2_3_SCORE_2024; IN_2_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_2_score,wipo,MATRIZ_GII,IN.2_SCORE_2021; IN_2_SCORE_2022; IN_2_SCORE_2023; IN_2_SCORE_2024; IN_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_1_1_score,wipo,MATRIZ_GII,IN_3_1_1_SCORE_2022; IN_3_1_1_SCORE_2023; IN_3_1_1_SCORE_2024; IN_3_1_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_1_2_score,wipo,MATRIZ_GII,IN_3_1_2_SCORE_2022; IN_3_1_2_SCORE_2023; IN_3_1_2_SCORE_2024; IN_3_1_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_1_3_score,wipo,MATRIZ_GII,IN_3_1_3_SCORE_2022; IN_3_1_3_SCORE_2023; IN_3_1_3_SCORE_2024; IN_3_1_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_1_4_score,wipo,MATRIZ_GII,IN_3_1_4_SCORE_2022; IN_3_1_4_SCORE_2023; IN_3_1_4_SCORE_2024,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,67.84,135.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_1_score,wipo,MATRIZ_GII,IN_3_1_SCORE_2022; IN_3_1_SCORE_2023; IN_3_1_SCORE_2024; IN_3_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_2_1_score,wipo,MATRIZ_GII,IN_3_2_1_SCORE_2022; IN_3_2_1_SCORE_2023; IN_3_2_1_SCORE_2024; IN_3_2_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,67.34,134.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_2_2_score,wipo,MATRIZ_GII,IN_3_2_2_SCORE_2022; IN_3_2_2_SCORE_2023; IN_3_2_2_SCORE_2024; IN_3_2_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,65.83,131.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_2_3_score,wipo,MATRIZ_GII,IN_3_2_3_SCORE_2022; IN_3_2_3_SCORE_2023; IN_3_2_3_SCORE_2024; IN_3_2_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,67.34,134.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_2_score,wipo,MATRIZ_GII,IN_3_2_SCORE_2022; IN_3_2_SCORE_2023; IN_3_2_SCORE_2024; IN_3_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_3_1_score,wipo,MATRIZ_GII,IN_3_3_1_SCORE_2022; IN_3_3_1_SCORE_2023; IN_3_3_1_SCORE_2024; IN_3_3_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,67.34,134.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_3_2_score,wipo,MATRIZ_GII,IN_3_3_2_SCORE_2022; IN_3_3_2_SCORE_2023; IN_3_3_2_SCORE_2024; IN_3_3_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_3_3_score,wipo,MATRIZ_GII,IN_3_3_3_SCORE_2022; IN_3_3_3_SCORE_2023; IN_3_3_3_SCORE_2024; IN_3_3_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_3_score,wipo,MATRIZ_GII,IN_3_3_SCORE_2022; IN_3_3_SCORE_2023; IN_3_3_SCORE_2024; IN_3_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_3_score,wipo,MATRIZ_GII,IN.3_SCORE_2021; IN_3_SCORE_2022; IN_3_SCORE_2023; IN_3_SCORE_2024; IN_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_1_1_score,wipo,MATRIZ_GII,IN_4_1_1_SCORE_2022; IN_4_1_1_SCORE_2023; IN_4_1_1_SCORE_2024; IN_4_1_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,46.73,93.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_1_2_score,wipo,MATRIZ_GII,IN_4_1_2_SCORE_2022; IN_4_1_2_SCORE_2023; IN_4_1_2_SCORE_2024; IN_4_1_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,68.84,137.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_1_3_score,wipo,MATRIZ_GII,IN_4_1_3_SCORE_2022; IN_4_1_3_SCORE_2023; IN_4_1_3_SCORE_2024; IN_4_1_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,34.17,68.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_1_score,wipo,MATRIZ_GII,IN_4_1_SCORE_2022; IN_4_1_SCORE_2023; IN_4_1_SCORE_2024; IN_4_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_2_1_score,wipo,MATRIZ_GII,IN_4_2_1_SCORE_2022; IN_4_2_1_SCORE_2023; IN_4_2_1_SCORE_2024; IN_4_2_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,44.22,88.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_2_2_score,wipo,MATRIZ_GII,IN_4_2_2_SCORE_2022; IN_4_2_2_SCORE_2023; IN_4_2_2_SCORE_2024; IN_4_2_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,64.82,129.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_2_3_score,wipo,MATRIZ_GII,IN_4_2_3_SCORE_2022; IN_4_2_3_SCORE_2023; IN_4_2_3_SCORE_2024; IN_4_2_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,60.8,121.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_2_4_score,wipo,MATRIZ_GII,IN_4_2_4_SCORE_2022; IN_4_2_4_SCORE_2023; IN_4_2_4_SCORE_2024; IN_4_2_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,62.81,125.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_2_5_score,wipo,MATRIZ_GII,IN_4_2_5_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,58.29,116.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_2_score,wipo,MATRIZ_GII,IN_4_2_SCORE_2022; IN_4_2_SCORE_2023; IN_4_2_SCORE_2024; IN_4_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,66.33,132.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_3_1_score,wipo,MATRIZ_GII,IN_4_3_1_SCORE_2022; IN_4_3_1_SCORE_2023; IN_4_3_1_SCORE_2024; IN_4_3_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_3_2_score,wipo,MATRIZ_GII,IN_4_3_2_SCORE_2022; IN_4_3_2_SCORE_2023; IN_4_3_2_SCORE_2024; IN_4_3_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,60.3,120.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_3_3_score,wipo,MATRIZ_GII,IN_4_3_3_SCORE_2022; IN_4_3_3_SCORE_2023; IN_4_3_3_SCORE_2024; IN_4_3_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_3_score,wipo,MATRIZ_GII,IN_4_3_SCORE_2022; IN_4_3_SCORE_2023; IN_4_3_SCORE_2024; IN_4_3_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_4_score,wipo,MATRIZ_GII,IN.4_SCORE_2021; IN_4_SCORE_2022; IN_4_SCORE_2023; IN_4_SCORE_2024; IN_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_1_1_score,wipo,MATRIZ_GII,IN_5_1_1_SCORE_2022; IN_5_1_1_SCORE_2023; IN_5_1_1_SCORE_2024; IN_5_1_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,67.34,134.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_1_2_score,wipo,MATRIZ_GII,IN_5_1_2_SCORE_2025; IN_5_1_2_SCORE_2022; IN_5_1_2_SCORE_2023; IN_5_1_2_SCORE_2024,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,67.84,135.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_1_3_score,wipo,MATRIZ_GII,IN_5_1_3_SCORE_2025; IN_5_1_3_SCORE_2022; IN_5_1_3_SCORE_2023; IN_5_1_3_SCORE_2024,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_1_4_score,wipo,MATRIZ_GII,IN_5_1_4_SCORE_2022; IN_5_1_4_SCORE_2023; IN_5_1_4_SCORE_2024; IN_5_1_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,53.27,106.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_1_5_score,wipo,MATRIZ_GII,IN_5_1_5_SCORE_2022; IN_5_1_5_SCORE_2023; IN_5_1_5_SCORE_2024; IN_5_1_5_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,67.84,135.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_1_score,wipo,MATRIZ_GII,IN_5_1_SCORE_2022; IN_5_1_SCORE_2023; IN_5_1_SCORE_2024; IN_5_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.85,141.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_2_1_score,wipo,MATRIZ_GII,IN_5_2_1_SCORE_2022; IN_5_2_1_SCORE_2023; IN_5_2_1_SCORE_2024; IN_5_2_1_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_2_2_score,wipo,MATRIZ_GII,IN_5_2_2_SCORE_2022; IN_5_2_2_SCORE_2023; IN_5_2_2_SCORE_2024; IN_5_2_2_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,68.34,136.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_2_3_score,wipo,MATRIZ_GII,IN_5_2_3_SCORE_2024; IN_5_2_3_SCORE_2025; IN_5_2_3_SCORE_2022; IN_5_2_3_SCORE_2023,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,67.34,134.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wipo_in_5_2_4_score,wipo,MATRIZ_GII,IN_5_2_4_SCORE_2022; IN_5_2_4_SCORE_2023; IN_5_2_4_SCORE_2024; IN_5_2_4_SCORE_2025,score_0_100,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,raw_value_no_imputation,True,,70.35,140.0,supporting_context,True,wipo_score_scale_0_100_not_raw_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
